OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
168,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{B6B8C08E-7A22-48A5-A0FF-306526FB9336},177,FORA,Lands - http://landsnet.nps.gov/tractsnet/documents/FORA/Metadata/fora_metadata.xml,Fort Raleigh National Historic Site,2020/09/17 00:00:00+00,NC,SE,985324,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Fort Raleigh,16133.8780463312,3066605.1891603
169,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{98F71664-ABF2-44D3-ADA9-BFFB1BBBA0E7},178,WRBR,Lands - http://landsnet.nps.gov/tractsnet/documents/WRBR/Metadata/wrbr_metadata.xml,Wright Brothers National Memorial,2011/05/23 00:00:00+00,NC,SE,1027483,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174269,Wright Brothers,9434.39037362165,2657056.42692279
170,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{F45BB754-D1B7-47A6-ADA0-EC64335AC376},179,CAHA,Unofficial Boundary of Cape Hatteras National Seashore.,Cape Hatteras National Seashore,2013/12/18 00:00:00+00,NC,SE,982628,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Cape Hatteras,345532.782894274,190369152.606466
171,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{C3F47B5B-6B77-4FFC-9F41-69B914E30E30},180,CALO,Unofficial Boundary of Cape Lookout National Seashore.,Cape Lookout National Seashore,2013/12/18 00:00:00+00,NC,SE,1000889,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Cape Lookout,233295.323112547,171056451.464282
172,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{4B9780D6-C16E-43F5-8432-2A9CD7ABCCF3},181,CHCH,Unofficial Boundary of Chickamauga and Chattanooga National Military Park.,Chickamauga and Chattanooga National Military Park,2013/12/18 00:00:00+00,GA,SE,330990,National Military Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Chickamauga and Chattanooga,210842.714471411,59444192.6613218
173,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{A825F4E6-C68D-4A46-B8F6-90897310A15C},182,CUGA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUGA/Metadata/cuga_metadata.xml,Cumberland Gap National Historical Park,2020/09/15 00:00:00+00,KY,SE,490476,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048072,Cumberland Gap,164570.698331395,153181998.665551
174,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{B60E90DB-C946-4162-BEF8-259B1D56D60B},183,CONG,Lands - http://landsnet.nps.gov/tractsnet/documents/CONG/Metadata/cong_metadata.xml,Congaree National Park,2022/06/07 00:00:00+00,SC,SE,2035095,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229070,Congaree,116341.711616809,157073614.928551
175,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{C302368D-7123-418E-A977-1306B93063F9},184,BISC,Lands - http://landsnet.nps.gov/tractsnet/documents/BISC/Metadata/bisc_metadata.xml,Biscayne National Park,2010/12/02 00:00:00+00,FL,SE,294450,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2167747,Biscayne,143915.163266578,867063857.349644
176,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{BE252DA3-845F-49D0-8377-7ED49DFA8BA2},185,CASA,Lands - http://landsnet.nps.gov/tractsnet/documents/CASA/Metadata/casa_metadata.xml,Castillo de San Marcos National Monument,2005/02/28 00:00:00+00,FL,SE,307911,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047924,Castillo de San Marcos,1675.85993598561,108299.669434971
177,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{DD5250AE-F1F9-45FD-8755-89BDD0684B13},186,FOMA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMA/Metadata/foma_metadata.xml,Fort Matanzas National Monument,2009/10/26 00:00:00+00,FL,SE,307963,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049233,Fort Matanzas,13355.2278910387,1474420.60549743
178,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{741A5A2D-42F8-4F2E-A89C-91AF50E436B3},187,EVER,Lands - http://landsnet.nps.gov/tractsnet/documents/EVER/Metadata/ever_metadata.xml,Everglades National Park,2019/06/24 00:00:00+00,FL,SE,293666,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264901,Everglades,558822.071852447,7625863021.64224
179,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{07D68780-2BAA-4D59-A59F-3369E0FC84D9},190,DRTO,Lands - http://landsnet.nps.gov/tractsnet/documents/DRTO/Metadata/drto_metadata.xml,Dry Tortugas National Park,2007/11/07 00:00:00+00,FL,SE,307632,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047947,Dry Tortugas,69744.0117175223,322682120.793791
180,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{4B4FDAE1-B1B1-4387-8713-3198232309C7},191,DESO,Lands - http://landsnet.nps.gov/tractsnet/documents/DESO/Metadata/deso_metadata.xml,De Soto National Memorial,2014/08/07 00:00:00+00,FL,SE,294586,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215972,De Soto,2595.17163682606,156650.91830232
181,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{D8BCDA4B-5E4D-491E-BB73-43C0556B5D47},192,FOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOCA/Metadata/foca_metadata.xml,Fort Caroline National Memorial,2016/06/07 00:00:00+00,FL,SE,282677,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230260,Fort Caroline,7620.09358772726,764984.760765092
182,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{7F24C983-70F7-4F2E-A852-FDFCE633DC1B},193,GUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/GUIS/Metadata/guis_metadata.xml,Gulf Islands National Seashore,2010/10/05 00:00:00+00,FL,SE,689020,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166436,Gulf Islands,440556.287299942,710305580.668589
183,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{51790EE4-72CF-472D-97A8-B6E00C4B7676},194,SAJU,Unofficial Boundary of San Juan National Historic Site.,San Juan National Historic Site,2013/12/18 00:00:00+00,PR,SE,1879024,National Historic Site,Lands,Preliminary data. Contact the Land Resources Program for additional information.,San Juan,8679.12555382168,344663.927255172
184,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{0376D610-8865-4E0A-8B10-4822ABA690BA},195,TIMU,Unofficial Boundary of Timucuan Ecological and Historic Preserve.,Timucuan Ecological and Historic Preserve,2013/12/18 00:00:00+00,FL,SE,2733416,National Preserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Timucuan,265943.525535939,247930328.81612
185,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{87AEEC5B-5345-4197-962B-7A466437A1D8},196,VIIS,Lands - http://landsnet.nps.gov/tractsnet/documents/VIIS/Metadata/viis_metadata.xml,Virgin Islands National Park,2019/10/24 00:00:00+00,VI,SE,1614406,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259623,Virgin Islands,71984.6267123149,67815446.8168504
186,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{68414D75-6C3B-4073-A92A-B664DD207977},197,VICR,Lands - http://landsnet.nps.gov/tractsnet/documents/VICR/Metadata/vicr_metadata.xml,Virgin Islands Coral Reef National Monument,2013/04/04 00:00:00+00,VI,SE,2733450,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194489,Virgin Islands Coral Reef,70251.4252888281,62764769.9140415
187,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{E269ED16-629D-49AC-ABFA-1E6547D464D5},198,BUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/BUIS/Metadata/buis_metadata.xml,Buck Island Reef National Monument,2006/03/20 00:00:00+00,VI,SE,1613756,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047917,Buck Island Reef,35451.9956749905,85236901.3282374
188,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{94862722-4700-40CB-9CE1-127DDAFB5026},199,CHRI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHRI/Metadata/chri_metadata.xml,Christiansted National Historic Site,2014/06/19 00:00:00+00,VI,SE,1993781,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218479,Christiansted,2308.11064131094,116677.539411099
189,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{89B38CA3-FD87-4EEB-832F-5704350FD18F},200,SARI,Lands - http://landsnet.nps.gov/tractsnet/documents/SARI/Metadata/sari_metadata.xml,Salt River Bay National Historical Park and Ecological Preserve,2009/03/05 00:00:00+00,VI,SE,1993989,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048043,Salt River Bay,15506.9447802831,4603167.84358571
190,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{912C1ACB-7779-45A1-8ED5-7FA836151A39},201,FODO,Lands - http://landsnet.nps.gov/tractsnet/documents/FODO/Metadata/fodo_metadata.xml,Fort Donelson National Battlefield,2015/07/27 00:00:00+00,KY,SE,1284664,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224521,Fort Donelson,43303.9440082276,8163037.23348521
191,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{98B94529-713B-4532-979C-E67B02E07D16},202,FOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOFR/Metadata/fofr_metadata.xml,Fort Frederica National Monument,2007/12/05 00:00:00+00,GA,SE,314290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047961,Fort Frederica,11769.2112303047,1567605.27012692
192,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{70D0634B-EF18-4B5B-9FAA-18E407CF56ED},203,FOPU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPU/Metadata/fopu_metadata.xml,Fort Pulaski National Monument,2010/12/21 00:00:00+00,GA,SE,314296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171830,Fort Pulaski,56871.6136897149,30589695.0029727
193,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{4170DCA3-4637-446F-BEF8-6F4F274C31FD},204,FOSU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSU/Metadata/fosu_metadata.xml,Fort Sumter and Fort Moultrie National Historical Park,2021/03/31 00:00:00+00,SC,SE,1222505,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047964,Fort Sumter and Fort Moultrie,9870.0452323372,-1356885.58821234
194,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{AE5C14F4-EDD5-4A8B-8247-29FD03DB1B4A},205,ANJO,Lands - http://landsnet.nps.gov/tractsnet/documents/ANJO/Metadata/anjo_metadata.xml,Andrew Johnson National Historic Site,2007/01/24 00:00:00+00,TN,SE,1304837,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047901,Andrew Johnson,2126.41809994864,102557.434207923
195,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{22DFA855-769A-4603-A610-625C3BD604BC},206,GRSM,Unofficial Boundary of Great Smoky Mountains National Park.,Great Smoky Mountains National Park,2013/12/18 00:00:00+00,NC,SE,1018241,National Park,Park,Preliminary data. Contact the Land Resources Program for additional information.,Great Smoky Mountains,808754.046480153,3178103337.82172
196,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{758FDC3D-8A8F-4FD1-9DF2-FEFA62A4BCD1},207,HOBE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOBE/Metadata/hobe_metadata.xml,Horseshoe Bend National Military Park,2009/10/26 00:00:00+00,AL,SE,149966,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049234,Horseshoe Bend,15611.0166635748,11989088.2156447
197,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{52A300BD-135A-4EFF-B459-14C3A30FAA42},208,KEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KEMO/Metadata/kemo_metadata.xml,Kennesaw Mountain National Battlefield Park,2020/09/23 00:00:00+00,GA,SE,310345,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/215975,Kennesaw Mountain,57929.5242643128,17404530.2692303
198,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{0CDFE4D1-3E39-4964-AD01-CBCEF5E0C4B0},209,KIMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KIMO/Metadata/kimo_metadata.xml,Kings Mountain National Military Park,2011/06/27 00:00:00+00,SC,SE,1223739,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174271,Kings Mountain,22120.4402374412,23836721.1336806
199,2023/10/13 12:14:25+00,NPS_WASO_LANDS,2023/10/13 12:14:25+00,NPS_WASO_LANDS,{ED44C037-D0E6-4E61-9AE7-E591D0C8F9B0},210,COWP,Lands - http://landsnet.nps.gov/tractsnet/documents/COWP/Metadata/cowp_metadata.xml,Cowpens National Battlefield,2014/09/17 00:00:00+00,SC,SE,1247412,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218478,Cowpens,13385.2611125061,5131854.34399769
200,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{D45AE39E-C207-4065-B9A7-99A7C85E5D01},213,ABLI,Lands - http://landsnet.nps.gov/tractsnet/documents/ABLI/Metadata/abli_metadata.xml,Abraham Lincoln Birthplace National Historical Park,2007/10/03 00:00:00+00,KY,SE,496556,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047895,Abraham Lincoln Birthplace,12580.5393031378,2186841.2870998
201,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{A07DFAE0-1D99-442F-888C-7EC4234A8181},214,MOCR,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCR/Metadata/mocr_metadata.xml,Moores Creek National Battlefield,2009/10/26 00:00:00+00,NC,SE,1025558,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049235,Moores Creek,3289.12002955929,542942.224679082
202,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{6834AB11-266F-4A71-8B69-588B9C846B08},215,NATR,Lands - http://landsnet.nps.gov/tractsnet/documents/NATR/Metadata/natr_metadata.xml,Natchez Trace Parkway,2016/04/12 00:00:00+00,AL,SE,123648,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230263,Natchez Trace,1965745.97169056,310339968.952802
203,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{84C0BC9C-F0AB-41E9-97F0-5D079965F0F7},217,BRCR,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCR/Metadata/brcr_metadata.xml,Brices Cross Roads National Battlefield Site,2005/10/13 00:00:00+00,MS,SE,667556,National Battlefield Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047914,Brices Cross Roads,342.165384169867,5930.15085476943
204,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{951BBDD8-BEC2-4B44-A954-F7184031329F},218,TUPE,Lands - http://landsnet.nps.gov/tractsnet/documents/TUPE/Metadata/tupe_metadata.xml,Tupelo National Battlefield,2005/10/13 00:00:00+00,MS,SE,1888969,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048055,Tupelo,308.348237598635,5930.80110563449
205,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{1DC45281-6599-4224-A3C6-7A6B4FE2A346},219,SHIL,Lands - http://landsnet.nps.gov/tractsnet/documents/SHIL/Metadata/shil_metadata.xml,Shiloh National Military Park,2020/09/25 00:00:00+00,MS,SE,1270094,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259621,Shiloh,98789.9919827488,52707057.550864
206,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{BE7907B5-8CEB-4112-879E-881925D288D9},220,STRI,Lands - http://landsnet.nps.gov/tractsnet/documents/STRI/Metadata/stri_metadata.xml,Stones River National Battlefield,2018/03/29 00:00:00+00,TN,SE,1888964,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252627,Stones River,24132.5336864439,4452463.14006721
207,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{51730523-4F33-4C91-BCCC-D819767CD84B},221,VICK,Lands - http://landsnet.nps.gov/tractsnet/documents/VICK/Metadata/vick_metadata.xml,Vicksburg National Military Park,2021/08/11 00:00:00+00,LA,SE,679217,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2287212,Vicksburg,55280.9829930365,14253637.1713873
208,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{780098FF-E1CA-4EB5-8C1F-E967366A373D},222,OCMU,Lands - http://landsnet.nps.gov/tractsnet/documents/OCMU/Metadata/ocmu_metadata.xml,Ocmulgee Mounds National Historical Park,2020/09/25 00:00:00+00,GA,SE,1888951,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218476,Ocmulgee,32617.093906586,19469742.4524029
209,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{51782D3A-DEF3-46AC-BE80-81B192472412},223,CUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CUIS/Metadata/cuis_metadata.xml,Cumberland Island National Seashore,2018/10/16 00:00:00+00,GA,SE,325829,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259622,Cumberland Island,84530.8535409085,211346295.513599
210,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{4C7ACC0C-FCD1-43DD-AC9C-03DBA766E44A},224,OBRI,Lands - http://landsnet.nps.gov/tractsnet/documents/OBRI/Metadata/obri_metadata.xml,Obed Wild and Scenic River,2020/09/23 00:00:00+00,TN,SE,1309684,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278883,Obed,198150.885533251,33607608.8215218
211,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{87141F09-C364-4D58-920E-34D556E69A4C},225,LIRI,Lands - http://landsnet.nps.gov/tractsnet/documents/LIRI/Metadata/liri_metadata.xml,Little River Canyon National Preserve,2013/04/29 00:00:00+00,AL,SE,1888939,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196722,Little River Canyon,131916.50797181,91891968.210337
212,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{9F395037-33BA-457E-8840-F45275E80DFA},226,RUCA,Lands - http://landsnet.nps.gov/tractsnet/documents/RUCA/Metadata/ruca_metadata.xml,Russell Cave National Monument,2022/12/14 13:48:04+00,AL,SE,126026,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181138,Russell Cave,7742.76633434594,1858120.60341129
213,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{99228A17-9D2F-4EEB-8658-F68DD388C887},227,NISI,Lands - http://landsnet.nps.gov/tractsnet/documents/NISI/Metadata/nisi_metadata.xml,Ninety Six National Historic Site,2006/03/20 00:00:00+00,SC,SE,1227788,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048027,Ninety Six,11853.3065527058,5700905.15805726
214,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{168507C9-7337-434A-B1B1-5A18D8CA0239},228,TUAI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUAI/Metadata/tuai_metadata.xml,Tuskegee Airmen National Historic Site,2009/02/03 00:00:00+00,AL,SE,2492338,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048054,Tuskegee Airmen,3378.24176799608,507337.448008661
215,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{5E30C22C-9EA0-4B7C-BF11-F203EA590AAE},229,SEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SEMO/Metadata/semo_metadata.xml,Selma to Montgomery National Historic Trail,2011/05/19 00:00:00+00,AL,SE,2733435,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174273,Selma to Montgomery,1654.7004644361,113747.508916399
216,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{A04F68A7-9D08-4398-8708-CE7B5AD9967A},230,NATC,Lands - http://landsnet.nps.gov/tractsnet/documents/NATC/Metadata/natc_metadata.xml,Natchez National Historical Park,2020/12/28 00:00:00+00,MS,SE,1888946,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048023,Natchez,8087.32800470725,786108.910874818
217,2023/10/13 12:14:28+00,NPS_WASO_LANDS,2023/10/13 12:14:28+00,NPS_WASO_LANDS,{12C8F2C0-233C-4CD7-BB31-955CC3A4DDC2},231,CHPI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHPI/Metadata/chpi_metadata.xml,Charles Pinckney National Historic Site,2020/04/29 00:00:00+00,SC,SE,1252725,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047935,Charles Pinckney,1655.60242017185,162342.82867848
